,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
614,Brunno Ferreira,31,70,72.0,10-01-0,04-01,5.79,53%,5.22,47%,0.57,0.0,0%,50%,0.0,11,64.00%,27.00%,0.00%,90.91%,7,1,3,0,0,0,0,0,-125.0,Middleweight Bout
615,Cody Brundage,29,72,72.0,10-05-0,02-03,1.8,55%,2.51,43%,-0.71,2.69,52%,73%,1.1,15,33.33%,20.00%,6.67%,53.33%,5,2,3,1,1,2,1,0,1100.0,Middleweight Bout
616,Cody Brundage,29,72,72.0,09-05-0,02-03,1.69,54%,2.52,43%,-0.83,2.51,50%,73%,1.1,14,29.00%,21.00%,7.00%,50.00%,4,2,3,1,1,2,1,0,1100.0,Middleweight Bout
617,Cody Brundage,29,72,72.0,10-05-0,02-03,1.8,55%,2.51,43%,-0.71,2.69,52%,73%,1.1,15,33.33%,20.00%,6.67%,53.33%,5,2,3,1,1,2,1,0,-230.0,Middleweight Bout
618,Cody Brundage,29,72,72.0,09-05-0,02-03,1.69,54%,2.52,43%,-0.83,2.51,50%,73%,1.1,14,29.00%,21.00%,7.00%,50.00%,4,2,3,1,1,2,1,0,-230.0,Middleweight Bout
619,Cesar Almeida,36,73,74.0,4-0-0,4-0,4.73,61%,1.87,48%,2.86,0.0,0%,70%,0.0,4,75.00%,0.00%,25.00%,75.00%,3,0,0,0,1,0,0,0,120.0,Middleweight Bout
620,Sedriques Dumas,28,74,79.0,09-01-0,04-01,1.88,49%,2.01,56%,-0.13,0.77,50%,40%,0.4,10,40.00%,20.00%,30.00%,60.00%,4,0,2,1,3,0,0,0,210.0,Middleweight Bout
621,AJ Dobson,32,73,76.0,07-02-0,03-02,4.38,47%,5.25,47%,-0.87,1.82,75%,64%,0.3,10,30.00%,20.00%,20.00%,50.00%,3,0,2,0,2,2,0,0,160.0,Middleweight Bout
622,Bryan Barberena,34,72,72.0,18-11-0,02-03,5.53,48%,4.74,44%,0.79,0.14,22%,49%,0.3,29,38.00%,7.00%,17.00%,44.83%,11,2,2,3,5,6,0,0,203.0,Middleweight Bout
623,Michal Oleksiejczuk,29,72,74.0,19-06-0,03-02,5.12,50%,4.17,62%,0.95,0.76,44%,48%,0.0,26,53.85%,3.85%,15.38%,57.69%,14,1,1,4,4,1,0,0,251.0,Middleweight Bout
624,Jamie Pickett,35,74,80.0,13-10-0,01-04,2.84,48%,3.92,49%,-1.08,1.44,40%,69%,0.1,23,35.00%,4.00%,17.00%,39.13%,8,2,1,4,4,4,0,0,350.0,Middleweight Bout
625,Claudio Ribeiro,31,73,77.0,11-04-0,03-02,4.65,57%,3.34,31%,1.31,0.76,50%,75%,0.0,15,73.00%,0.00%,0.00%,73.33%,11,2,0,1,0,1,0,0,250.0,Middleweight Bout
626,Paulo Costa,32,73,72.0,14-02-0,03-02,6.5,60%,6.38,47%,0.12,0.53,75%,79%,0.0,16,69.00%,6.00%,13.00%,75.00%,11,1,1,0,2,1,0,0,190.0,Middleweight Bout
627,Roman Kopylov,32,72,75.0,12-02-0,04-01,4.72,53%,4.11,60%,0.61,0.47,50%,92%,0.0,14,79.00%,0.00%,7.00%,78.57%,11,0,0,1,1,1,0,0,180.0,Middleweight Bout
628,Gregory Rodrigues,31,75,75.0,14-05-0,03-02,5.99,55%,5.67,51%,0.32,2.4,50%,100%,0.5,19,42.11%,21.05%,10.53%,63.16%,8,3,4,0,2,2,0,0,-230.0,Middleweight Bout
629,Armen Petrosyan,33,75,71.0,08-02-0,04-01,5.97,52%,3.03,56%,2.94,0.23,33%,36%,0.0,10,50.00%,0.00%,30.00%,50.00%,5,1,0,0,3,1,0,0,-101.0,Middleweight Bout
630,Roman Dolidze,35,74,76.0,12-02-0,04-01,3.02,44%,3.01,55%,0.01,1.72,50%,33%,1.7,14,50.00%,21.00%,14.00%,71.43%,7,0,3,0,2,2,0,0,139.0,Middleweight Bout
631,Andre Muniz,33,73,78.0,23-06-0,03-02,2.17,50%,2.03,53%,0.14,2.97,40%,35%,1.5,29,14.00%,52.00%,14.00%,65.52%,4,5,15,1,4,0,0,0,155.0,Middleweight Bout
632,Marlon Vera,31,68,70.0,23-08-0,04-01,4.37,50%,5.16,51%,-0.79,0.58,39%,70%,0.9,32,25.00%,31.25%,15.62%,56.25%,8,0,10,0,5,8,0,0,235.0,UFC Bantamweight Title Bout
633,Ilia Topuria,27,67,69.0,14-0-0,5-0,4.44,46%,3.05,67%,1.39,2.19,56%,92%,1.5,14,29.00%,57.00%,14.00%,85.71%,4,0,8,0,2,0,0,0,112.0,UFC Featherweight Title Bout
634,Tom Aspinall,30,77,78.0,13-03-0,04-01,7.65,66%,2.9,65%,4.75,3.7,100%,100%,1.9,16,56.00%,25.00%,0.00%,81.25%,9,1,4,1,0,0,0,1,-119.0,UFC Interim Heavyweight Title Bout
635,Jamahal Hill,32,76,79.0,12-01-0,04-01,7.31,54%,3.35,47%,3.96,0.0,0%,73%,0.0,14,50.00%,0.00%,35.71%,50.00%,7,1,0,0,5,0,0,0,110.0,UFC Light Heavyweight Title Bout
636,Dricus Du Plessis,30,73,76.0,20-02-0,5-0,6.95,55%,3.79,53%,3.16,2.72,50%,40%,1.1,22,41.00%,45.00%,5.00%,86.36%,9,1,10,1,1,0,0,0,125.0,UFC Middleweight Title Bout
637,Colby Covington,35,71,72.0,17-03-0,03-02,4.1,39%,3.05,55%,1.05,4.05,45%,72%,0.2,20,10.00%,30.00%,45.00%,40.00%,2,1,6,1,9,1,0,0,139.0,UFC Welterweight Title Bout
638,Mayra Bueno Silva,32,66,66.5,10-02-0,3-1 (1 NC),4.16,54%,4.71,57%,-0.55,0.35,50%,68%,1.6,13,8.00%,54.00%,15.00%,61.54%,1,0,7,0,2,2,0,0,-160.0,UFC Women's Bantamweight Title Bout
639,Yan Xiaonan,34,65,63.0,17-03-0,03-02,5.55,44%,3.56,61%,1.99,0.86,66%,70%,0.0,21,38.10%,0.00%,42.86%,38.10%,8,1,0,1,9,1,0,0,375.0,UFC Women's Strawweight Title Bout
640,Trey Waters,29,77,77.0,08-01-0,04-01,6.45,45%,3.95,61%,2.5,0.78,50%,77%,0.8,9,33.33%,33.33%,22.22%,66.67%,3,0,3,1,2,0,0,0,-155.0,Welterweight Bout
641,Jeremiah Wells,37,69,74.0,12-03-0,04-01,2.52,45%,1.14,47%,1.38,3.89,43%,100%,1.2,16,31.25%,25.00%,18.75%,56.25%,5,0,4,1,3,2,0,0,-170.0,Welterweight Bout
642,Charles Radtke,33,69,72.0,08-03-0,5-0,2.33,46%,2.93,53%,-0.6,1.0,16%,100%,0.0,11,27.00%,18.00%,27.00%,45.45%,3,1,2,0,3,2,0,0,173.0,Welterweight Bout
643,Themba Gorimbo,33,73,77.0,11-04-0,03-02,1.8,59%,1.71,42%,0.09,3.47,50%,66%,0.0,15,7.00%,40.00%,27.00%,46.67%,1,1,6,2,4,1,0,0,-235.0,Welterweight Bout
644,Sam Patterson,27,75,78.0,10-02-0,04-01,2.56,36%,3.98,44%,-1.42,0.0,0%,33%,2.8,13,31.00%,38.00%,8.00%,69.23%,4,2,5,0,1,0,0,0,120.0,Welterweight Bout
645,Preston Parsons,28,71,72.0,10-04-0,03-02,4.14,56%,3.76,49%,0.38,3.11,33%,100%,3.5,14,0.00%,64.00%,7.00%,64.29%,0,2,9,1,1,1,0,0,112.0,Welterweight Bout
646,Kelvin Gastelum,32,69,71.5,18-08-0,02-03,3.63,41%,3.31,58%,0.32,1.0,30%,62%,0.1,25,20.00%,20.00%,28.00%,40.00%,5,0,5,2,7,6,0,0,100.0,Welterweight Bout
647,Uros Medic,31,73,71.0,09-02-0,03-02,5.64,60%,3.18,58%,2.46,0.4,100%,46%,0.0,11,63.64%,18.18%,0.00%,81.82%,7,0,2,2,0,0,0,0,-123.0,Welterweight Bout
648,Uros Medic,30,73,71.0,09-01-0,04-01,6.97,61%,3.92,58%,3.05,0.53,100%,80%,0.0,10,70.00%,20.00%,0.00%,90.00%,7,0,2,1,0,0,0,0,-123.0,Welterweight Bout
649,Uros Medic,31,73,71.0,09-02-0,03-02,5.64,60%,3.18,58%,2.46,0.4,100%,46%,0.0,11,63.64%,18.18%,0.00%,81.82%,7,0,2,2,0,0,0,0,-310.0,Welterweight Bout
650,Uros Medic,30,73,71.0,09-01-0,04-01,6.97,61%,3.92,58%,3.05,0.53,100%,80%,0.0,10,70.00%,20.00%,0.00%,90.00%,7,0,2,1,0,0,0,0,-310.0,Welterweight Bout
651,Ange Loosa,31,70,74.0,10-03-0,03-02,6.32,46%,6.88,51%,-0.56,2.25,45%,100%,0.2,13,38.00%,8.00%,31.00%,46.15%,5,0,1,0,4,3,0,0,155.0,Welterweight Bout
652,Charlie Campbell,28,72,72.0,08-02-0,04-01,11.03,54%,5.42,60%,5.61,0.0,0%,100%,0.0,10,60.00%,0.00%,20.00%,60.00%,6,1,0,0,2,1,0,0,-212.0,Welterweight Bout
653,Rhys McKee,28,74,78.0,13-05-0,03-02,6.06,48%,9.47,44%,-3.41,0.0,0%,33%,0.0,19,52.63%,15.79%,0.00%,68.42%,10,2,3,0,0,3,0,0,125.0,Welterweight Bout
654,Michael Page,36,75,79.0,21-02-0,04-01,4.53,76%,0.45,77%,4.08,3.4,100%,100%,0.0,23,56.52%,13.04%,21.74%,69.57%,13,1,3,0,5,1,0,0,112.0,Welterweight Bout
655,Jack Della Maddalena,27,71,73.0,16-02-0,5-0,7.2,53%,4.83,67%,2.37,0.27,20%,82%,0.3,18,61.11%,11.11%,16.67%,72.22%,11,1,2,1,3,0,0,0,-164.0,Welterweight Bout
656,Ian Garry,26,75,74.0,13-0-0,5-0,6.67,56%,3.58,53%,3.09,0.67,75%,69%,0.0,13,54.00%,8.00%,38.00%,61.54%,7,0,1,0,5,0,0,0,-210.0,Welterweight Bout
657,Ian Garry,26,75,74.0,13-0-0,5-0,6.67,56%,3.58,53%,3.09,0.67,75%,69%,0.0,13,54.00%,8.00%,38.00%,61.54%,7,0,1,0,5,0,0,0,-210.0,Welterweight Bout
658,Danny Barlow,28,74,80.0,7-0-0,5-0,12.15,57%,5.32,61%,6.83,0.0,0%,0%,0.0,7,57.00%,14.00%,29.00%,71.43%,4,0,1,0,2,0,0,0,-183.0,Welterweight Bout
659,Val Woodburn,30,68,74.0,07-01-0,04-01,3.16,22%,11.05,30%,-7.89,0.0,0%,100%,0.0,8,63.00%,0.00%,25.00%,62.50%,5,1,0,0,2,0,0,0,260.0,Welterweight Bout
660,Carlos Prates,30,73,78.0,17-06-0,5-0,4.81,63%,3.69,47%,1.12,0.0,0%,0%,0.0,23,52.17%,13.04%,8.70%,65.22%,12,2,3,3,2,1,0,0,-243.0,Welterweight Bout
661,Muslim Salikhov,39,71,70.0,19-04-0,03-02,3.37,51%,2.91,62%,0.46,1.31,40%,73%,0.0,23,52.00%,13.00%,17.00%,65.22%,12,1,3,2,4,1,0,0,195.0,Welterweight Bout
662,Muslim Salikhov,39,71,70.0,19-04-0,03-02,3.37,51%,2.91,62%,0.46,1.31,40%,73%,0.0,23,52.00%,13.00%,17.00%,65.22%,12,1,3,2,4,1,0,0,195.0,Welterweight Bout
663,Mike Malott,32,73,73.0,10-01-0,5-0,4.21,42%,3.07,56%,1.14,2.53,55%,0%,1.5,12,33.00%,50.00%,0.00%,83.33%,4,1,6,0,0,0,0,0,-365.0,Welterweight Bout
664,Stephen Thompson,40,72,75.0,17-06-0,03-02,4.2,45%,3.04,55%,1.16,0.27,41%,64%,0.0,24,33.00%,4.00%,33.00%,37.50%,8,1,1,0,8,5,0,0,475.0,Welterweight Bout
665,Kevin Jousset,31,74,75.0,10-02-0,5-0,8.23,55%,5.1,53%,3.13,1.51,66%,100%,0.8,12,41.67%,8.33%,33.33%,50.00%,5,1,1,0,4,1,0,0,-155.0,Welterweight Bout
666,Kevin Jousset,30,74,75.0,09-02-0,04-01,6.02,50%,8.1,33%,-2.08,3.11,100%,0%,3.1,11,36.00%,9.00%,36.00%,45.45%,4,1,1,0,4,1,0,0,-155.0,Welterweight Bout
667,Kevin Jousset,31,74,75.0,10-02-0,5-0,8.23,55%,5.1,53%,3.13,1.51,66%,100%,0.8,12,41.67%,8.33%,33.33%,50.00%,5,1,1,0,4,1,0,0,-200.0,
668,Kevin Jousset,30,74,75.0,09-02-0,04-01,6.02,50%,8.1,33%,-2.08,3.11,100%,0%,3.1,11,36.00%,9.00%,36.00%,45.45%,4,1,1,0,4,1,0,0,-200.0,
669,Jake Matthews,29,71,72.0,19-06-0,03-02,3.27,45%,2.33,60%,0.94,1.71,41%,61%,0.7,25,20.00%,32.00%,24.00%,52.00%,5,1,8,3,6,2,0,0,300.0,Welterweight Bout
670,Germaine de Randamie,39,69,71.0,10-04-0,04-01,2.72,46%,2.14,65%,0.58,0.0,0%,69%,0.4,14,28.57%,7.14%,35.71%,35.71%,4,1,1,1,5,2,0,0,146.0,Women's Bantamweight Bout
671,Dariya Zheleznyakova,28,69,65.0,08-01-0,04-01,0.0,0%,0.0,0%,0.0,0.0,0%,0%,0.0,9,55.56%,0.00%,33.33%,55.56%,5,1,0,0,3,0,0,0,-210.0,Women's Bantamweight Bout
672,Macy Chiasson,32,71,72.0,08-03-0,03-02,3.64,44%,2.61,46%,1.03,2.17,34%,64%,0.3,12,25.00%,17.00%,33.00%,41.67%,3,1,2,1,4,1,0,0,-240.0,Women's Bantamweight Bout
673,Chelsea Chandler,33,68,68.0,05-02-0,04-01,3.12,45%,3.06,42%,0.06,0.78,33%,33%,0.0,7,29.00%,14.00%,29.00%,42.86%,2,0,1,0,2,2,0,0,123.0,Women's Bantamweight Bout
674,Julia Avila,35,67,69.0,09-02-0,04-01,3.18,44%,2.86,55%,0.32,0.67,33%,61%,0.3,11,36.00%,18.00%,27.00%,54.55%,4,1,2,0,3,1,0,0,-148.0,Women's Bantamweight Bout
675,Melissa Mullins,32,67,68.0,6-0-0,5-0,3.47,54%,3.2,55%,0.27,0.0,0%,75%,0.0,6,50.00%,0.00%,50.00%,50.00%,3,0,0,0,3,0,0,0,-350.0,Women's Bantamweight Bout
676,Priscila Cachoeira,35,67,65.0,12-05-0,03-02,4.12,43%,7.13,45%,-3.01,0.18,33%,65%,0.0,17,41.00%,0.00%,29.00%,41.18%,7,0,0,3,5,2,0,0,295.0,Women's Bantamweight Bout
677,Brian Kelleher,37,66,64.0,24-14-0,02-03,3.36,41%,4.61,54%,-1.25,1.79,42%,60%,0.7,38,21.00%,26.00%,16.00%,47.37%,8,1,10,8,6,5,0,0,178.0,Women's Bantamweight Bout
678,Carlos Hernandez,30,68,67.0,09-02-0,04-01,5.51,46%,4.41,49%,1.1,1.24,16%,65%,0.3,11,0.00%,36.00%,45.00%,36.36%,0,0,4,1,5,1,0,0,385.0,Women's Bantamweight Bout
679,Ailin Perez,29,65,66.0,08-02-0,03-02,3.05,55%,1.08,60%,1.97,6.63,61%,75%,0.0,10,40.00%,10.00%,30.00%,50.00%,4,0,1,1,3,0,0,1,175.0,Women's Bantamweight Bout
680,Kayla Harrison,33,68,66.0,16-01-0,04-01,0.0,0%,0.0,0%,0.0,0.0,0%,0%,0.0,17,35.29%,35.29%,23.53%,70.59%,6,0,6,0,4,1,0,0,-400.0,Women's Bantamweight Bout
681,Ernesta Kareckaite,25,69,71.0,5-0-1,4-0-1,12.27,45%,11.2,42%,1.07,1.0,50%,100%,0.0,6,33.33%,0.00%,50.00%,33.33%,2,0,0,0,3,0,0,0,170.0,Women's Flyweight Bout
682,Manon Fiorot,34,67,65.0,11-01-0,5-0,6.05,39%,3.31,69%,2.74,1.36,46%,91%,0.0,12,50.00%,0.00%,41.67%,50.00%,6,0,0,0,5,1,0,0,155.0,Women's Flyweight Bout
683,Jamey-Lyn Horth,33,67,67.0,6-0-0,5-0,5.07,73%,4.2,58%,0.87,0.0,0%,75%,0.0,6,50.00%,33.00%,17.00%,83.33%,3,0,2,0,1,0,0,0,-170.0,Women's Flyweight Bout
684,Viviane Araujo,37,64,68.0,12-05-0,02-03,4.34,47%,5.19,55%,-0.85,1.83,46%,77%,0.7,17,18.00%,24.00%,29.00%,41.18%,3,1,4,0,5,4,0,0,155.0,Women's Flyweight Bout
685,Viviane Araujo,37,64,68.0,12-05-0,02-03,4.34,47%,5.19,55%,-0.85,1.83,46%,77%,0.7,17,18.00%,24.00%,29.00%,41.18%,3,1,4,0,5,4,0,0,285.0,Women's Flyweight Bout
686,Karine Silva,30,65,67.0,17-04-0,5-0,3.37,35%,3.37,50%,0.0,2.45,60%,0%,4.1,21,38.10%,42.86%,0.00%,80.95%,8,1,9,2,0,1,0,0,-145.0,Women's Flyweight Bout
687,Liang Na,27,65,67.0,19-07-0,02-03,1.93,40%,4.48,27%,-2.55,5.1,60%,0%,0.8,26,26.92%,38.46%,0.00%,65.38%,7,4,10,2,0,1,2,0,365.0,Women's Flyweight Bout
688,Rose Namajunas,31,65,65.0,11-06-0,03-02,3.68,40%,3.53,62%,0.15,1.49,48%,60%,0.6,18,11.11%,33.33%,22.22%,44.44%,2,1,6,1,4,4,0,0,-235.0,Women's Flyweight Bout
689,Maycee Barber,25,65,65.0,13-02-0,5-0,4.6,52%,2.72,54%,1.88,1.14,35%,45%,0.1,15,40.00%,13.33%,33.33%,53.33%,6,0,2,0,5,2,0,0,-200.0,Women's Flyweight Bout
690,Maryna Moroz,32,67,67.0,11-05-0,03-02,4.15,31%,4.42,53%,-0.27,0.67,22%,45%,0.7,16,6.25%,37.50%,25.00%,43.75%,1,0,6,1,4,4,0,0,113.0,Women's Flyweight Bout
691,Miranda Maverick,26,63,65.5,12-05-0,03-02,3.71,46%,2.62,59%,1.09,2.41,48%,42%,0.5,17,6.00%,41.00%,24.00%,47.06%,1,0,7,0,4,5,0,0,-170.0,Women's Flyweight Bout
692,Julija Stoliarenko,30,67,69.0,11-07-0,02-03,2.81,40%,4.56,44%,-1.75,0.91,30%,62%,1.4,19,0.00%,53.00%,5.00%,52.63%,0,3,10,1,1,3,0,0,-119.0,Women's Flyweight Bout
693,Tecia Pennington,34,61,60.0,13-06-0,03-02,4.74,48%,3.59,61%,1.15,0.66,14%,61%,0.1,19,5.26%,5.26%,57.89%,10.53%,1,0,1,0,11,6,0,0,115.0,Women's Strawweight Bout
694,Molly McCann,33,64,62.0,13-06-0,03-02,5.68,49%,4.9,63%,0.78,1.65,35%,43%,0.5,19,32.00%,0.00%,37.00%,31.58%,6,0,0,3,7,3,0,0,-305.0,Women's Strawweight Bout
695,Mackenzie Dern,30,64,63.0,13-04-0,02-03,3.49,40%,4.21,51%,-0.72,0.77,14%,40%,1.4,17,0.00%,41.00%,35.00%,41.18%,0,1,7,0,6,3,0,0,170.0,Women's Strawweight Bout
696,Mackenzie Dern,30,64,63.0,13-03-0,03-02,3.36,40%,4.09,51%,-0.73,0.81,15%,40%,1.5,16,0.00%,44.00%,38.00%,43.75%,0,0,7,0,6,3,0,0,170.0,Women's Strawweight Bout
697,Mackenzie Dern,30,64,63.0,13-04-0,02-03,3.49,40%,4.21,51%,-0.72,0.77,14%,40%,1.4,17,0.00%,41.00%,35.00%,41.18%,0,1,7,0,6,3,0,0,115.0,Women's Strawweight Bout
698,Mackenzie Dern,30,64,63.0,13-03-0,03-02,3.36,40%,4.09,51%,-0.73,0.81,15%,40%,1.5,16,0.00%,44.00%,38.00%,43.75%,0,0,7,0,6,3,0,0,115.0,Women's Strawweight Bout
699,Loopy Godinez,30,62,61.0,12-03-0,04-01,4.31,49%,3.76,62%,0.55,3.39,46%,86%,1.1,15,6.67%,13.33%,60.00%,20.00%,1,0,2,0,9,3,0,0,145.0,Women's Strawweight Bout
700,Loopy Godinez,30,62,61.0,11-03-0,04-01,4.03,50%,3.52,62%,0.51,3.82,47%,82%,1.3,14,0.00%,21.00%,57.00%,21.43%,0,0,3,0,8,3,0,0,145.0,Women's Strawweight Bout
701,Loopy Godinez,30,62,61.0,12-03-0,04-01,4.31,49%,3.76,62%,0.55,3.39,46%,86%,1.1,15,6.67%,13.33%,60.00%,20.00%,1,0,2,0,9,3,0,0,-200.0,Women's Strawweight Bout
702,Loopy Godinez,30,62,61.0,11-03-0,04-01,4.03,50%,3.52,62%,0.51,3.82,47%,82%,1.3,14,0.00%,21.00%,57.00%,21.43%,0,0,3,0,8,3,0,0,-200.0,Women's Strawweight Bout
703,Iasmin Lucindo,22,63,66.0,15-05-0,04-01,3.33,39%,3.23,67%,0.1,2.33,66%,66%,0.4,20,40.00%,15.00%,20.00%,55.00%,8,1,3,2,4,2,0,0,-425.0,Women's Strawweight Bout
704,Ketlen Souza,29,63,63.0,13-04-0,04-01,0.0,0%,1.71,70%,-1.71,0.0,0%,0%,0.0,17,47.06%,5.88%,23.53%,52.94%,8,2,1,2,4,0,0,0,-335.0,Women's Strawweight Bout
705,Marina Rodriguez,36,66,65.0,17-03-0,03-02,4.77,48%,2.89,56%,1.88,0.25,42%,66%,0.2,22,31.82%,4.55%,40.91%,36.36%,7,1,1,0,9,2,0,0,117.0,Women's Strawweight Bout
706,Danny Silva,27,71,70.0,08-01-0,04-01,13.6,64%,13.13,59%,0.47,2.0,66%,100%,0.0,9,56.00%,0.00%,33.00%,55.56%,5,0,0,0,3,1,0,0,161.0,Women's Strawweight Bout
707,Sam Hughes,31,65,64.5,08-05-0,03-02,3.79,46%,4.23,54%,-0.44,1.12,41%,57%,0.0,13,15.00%,23.00%,23.00%,38.46%,2,1,3,1,3,3,0,0,400.0,Women's Strawweight Bout
708,Bruna Brasil,30,66,65.5,09-03-0,04-01,3.44,68%,3.94,53%,-0.5,1.86,66%,53%,0.0,13,23.08%,15.38%,30.77%,38.46%,3,3,2,0,4,0,0,0,220.0,Women's Strawweight Bout
709,Polyana Viana,31,65,67.0,13-06-0,03-02,3.19,41%,2.63,55%,0.56,0.93,33%,43%,2.1,19,26.00%,42.00%,0.00%,68.42%,5,0,8,2,0,4,0,0,195.0,Women's Strawweight Bout
710,Melquizael Costa,27,70,73.0,20-06-0,03-02,5.11,45%,2.53,64%,2.58,1.87,37%,42%,0.6,26,27.00%,23.00%,27.00%,50.00%,7,1,6,2,7,3,0,0,-270.0,Women's Strawweight Bout
711,Melquizael Costa,27,70,73.0,20-06-0,03-02,5.11,45%,2.53,64%,2.58,1.87,37%,42%,0.6,26,27.00%,23.00%,27.00%,50.00%,7,1,6,2,7,3,0,0,-270.0,Women's Strawweight Bout
