,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
241,Bobby Green,37,70,71.0,31-15-1,2-2 (1 NC),6.14,52%,3.74,62%,2.4,1.2,37%,74%,0.3,48,22.92%,18.75%,22.92%,41.67%,11,5,9,2,11,8,0,0,-380.0,Lightweight Bout
242,Bobby Green,37,70,71.0,31-14-1,2-2 (1 NC),6.15,52%,3.66,62%,2.49,1.21,37%,74%,0.3,45,24.00%,20.00%,24.00%,44.44%,11,4,9,2,11,8,0,0,-380.0,Lightweight Bout
243,Bobby Green,37,70,71.0,31-15-1,2-2 (1 NC),6.14,52%,3.74,62%,2.4,1.2,37%,74%,0.3,48,22.92%,18.75%,22.92%,41.67%,11,5,9,2,11,8,0,0,169.0,Lightweight Bout
244,Bobby Green,37,70,71.0,31-14-1,2-2 (1 NC),6.15,52%,3.66,62%,2.49,1.21,37%,74%,0.3,45,24.00%,20.00%,24.00%,44.44%,11,4,9,2,11,8,0,0,169.0,Lightweight Bout
245,Ignacio Bahamondes,26,75,75.0,14-05-0,03-02,6.97,46%,4.36,57%,2.61,0.0,0%,85%,0.4,19,47.37%,5.26%,21.05%,52.63%,9,0,1,2,4,3,0,0,-330.0,Lightweight Bout
246,Natan Levy,32,69,71.0,08-01-0,04-01,4.01,51%,3.52,58%,0.49,5.37,57%,41%,0.5,9,0.00%,33.00%,56.00%,33.33%,0,0,3,0,5,1,0,0,265.0,Lightweight Bout
247,Jaqueline Amorim,28,63,68.0,07-01-0,04-01,3.42,52%,1.81,62%,1.61,1.57,23%,0%,3.7,8,25.00%,63.00%,0.00%,87.50%,2,0,5,0,0,1,0,0,109.0,Lightweight Bout
248,Dustin Poirier,35,69,72.0,29-08-0,03-02,5.49,50%,4.3,53%,1.19,1.36,36%,63%,1.2,38,39.47%,18.42%,18.42%,57.89%,15,3,7,3,7,2,0,0,170.0,Lightweight Bout
249,Mateusz Gamrot,33,70,70.0,23-02-0,04-01,2.97,50%,3.17,60%,-0.2,4.36,30%,90%,0.2,26,30.77%,19.23%,38.46%,50.00%,8,0,5,0,10,2,0,0,-455.0,Lightweight Bout
250,Ludovit Klein,29,67,72.5,20-04-0,03-01-2001,3.49,54%,3.53,53%,-0.04,1.52,45%,83%,0.0,25,32.00%,32.00%,16.00%,64.00%,8,1,8,2,4,1,0,0,-800.0,Lightweight Bout
251,Daniel Zellhuber,24,73,77.0,14-01-0,04-01,5.26,39%,4.79,53%,0.47,0.28,33%,94%,0.3,15,47.00%,20.00%,27.00%,66.67%,7,0,3,0,4,1,0,0,-260.0,Lightweight Bout
252,Manuel Torres,28,70,73.0,14-02-0,5-0,9.66,58%,3.76,56%,5.9,0.0,0%,100%,0.0,16,44.00%,38.00%,6.00%,81.25%,7,0,6,2,1,0,0,0,-170.0,Lightweight Bout
253,Claudio Puelles,27,70,72.0,12-03-0,04-01,1.82,49%,2.93,47%,-1.11,2.41,30%,60%,1.4,15,13.00%,47.00%,20.00%,60.00%,2,2,7,0,3,1,0,0,185.0,Lightweight Bout
254,Michael Johnson,37,70,73.5,21-19-0,02-03,4.28,39%,3.91,58%,0.37,0.46,38%,80%,0.1,40,22.50%,5.00%,25.00%,27.50%,9,3,2,9,10,7,0,0,-121.0,Lightweight Bout
255,Damir Hadzovic,37,69,70.0,14-07-0,02-03,3.36,48%,3.26,62%,0.1,0.78,55%,34%,0.2,21,33.33%,14.29%,19.05%,47.62%,7,1,3,1,4,5,0,0,245.0,Lightweight Bout
256,Renato Moicano,34,71,72.0,18-05-0,04-01,4.41,47%,3.8,60%,0.61,1.8,47%,72%,0.6,24,0.00%,41.67%,33.33%,41.67%,0,3,10,1,8,1,0,0,-145.0,Lightweight Bout
257,Renato Moicano,34,71,72.0,17-05-0,03-02,4.75,47%,4.07,60%,0.68,1.66,46%,74%,0.7,23,0.00%,43.00%,30.00%,43.48%,0,3,10,1,7,1,0,0,-145.0,Lightweight Bout
258,Renato Moicano,34,71,72.0,18-05-0,04-01,4.41,47%,3.8,60%,0.61,1.8,47%,72%,0.6,24,0.00%,41.67%,33.33%,41.67%,0,3,10,1,8,1,0,0,195.0,Lightweight Bout
259,Renato Moicano,34,71,72.0,17-05-0,03-02,4.75,47%,4.07,60%,0.68,1.66,46%,74%,0.7,23,0.00%,43.00%,30.00%,43.48%,0,3,10,1,7,1,0,0,195.0,Lightweight Bout
260,Marquel Mederos,27,70,69.5,08-01-0,5-0,5.78,60%,1.93,63%,3.85,0.0,0%,100%,0.0,9,67.00%,0.00%,22.00%,66.67%,6,0,0,0,2,1,0,0,-142.0,Lightweight Bout
261,Jim Miller,40,68,71.0,37-17-0,04-01,2.96,42%,3.18,58%,-0.22,1.58,44%,48%,1.7,55,12.73%,36.36%,18.18%,49.09%,7,2,20,3,10,12,0,0,-119.0,Lightweight Bout
262,Jim Miller,40,68,71.0,36-17 (1 NC),04-01,2.86,41%,3.08,58%,-0.22,1.56,43%,48%,1.8,53,13.00%,36.00%,19.00%,49.06%,7,2,19,3,10,12,0,0,-119.0,Lightweight Bout
263,Jim Miller,40,68,71.0,37-17-0,04-01,2.96,42%,3.18,58%,-0.22,1.58,44%,48%,1.7,55,12.73%,36.36%,18.18%,49.09%,7,2,20,3,10,12,0,0,150.0,Lightweight Bout
264,Jim Miller,40,68,71.0,36-17 (1 NC),04-01,2.86,41%,3.08,58%,-0.22,1.56,43%,48%,1.8,53,13.00%,36.00%,19.00%,49.06%,7,2,19,3,10,12,0,0,150.0,Lightweight Bout
265,Tony Ferguson,39,71,76.5,25-09-0,0-5,4.98,45%,4.26,56%,0.72,0.42,35%,66%,0.9,34,32.00%,26.00%,15.00%,58.82%,11,2,9,3,5,4,0,0,226.0,Lightweight Bout
266,Luana Santos,23,66,67.0,06-01-0,04-01,17.1,60%,6.52,68%,10.58,0.0,0%,100%,0.0,7,14.00%,43.00%,29.00%,57.14%,1,0,3,0,2,1,0,0,-173.0,Lightweight Bout
267,Beneil Dariush,34,70,72.0,22-05-0,04-01,3.79,49%,2.63,58%,1.16,1.91,34%,80%,0.9,28,18.00%,29.00%,32.00%,46.43%,5,4,8,1,9,0,0,0,250.0,Lightweight Bout
268,Punahele Soriano,31,71,72.5,09-03-0,02-03,4.04,45%,4.22,48%,-0.18,0.9,40%,30%,0.0,12,50.00%,17.00%,8.00%,66.67%,6,1,2,0,1,2,0,0,-310.0,Lightweight Bout
269,Trey Ogden,34,71,72.0,16-06-0,2-2 (1 NC),3.64,47%,4.02,58%,-0.38,1.29,16%,100%,0.8,23,0.00%,47.83%,21.74%,47.83%,0,0,11,3,5,3,0,0,110.0,Lightweight Bout
270,Trey Ogden,34,71,72.0,16-06-0,03-02,3.42,41%,4.89,54%,-1.47,0.67,14%,100%,0.7,22,0.00%,50.00%,23.00%,50.00%,0,0,11,3,5,3,0,0,110.0,Lightweight Bout
271,Trey Ogden,34,71,72.0,16-06-0,2-2 (1 NC),3.64,47%,4.02,58%,-0.38,1.29,16%,100%,0.8,23,0.00%,47.83%,21.74%,47.83%,0,0,11,3,5,3,0,0,-155.0,Lightweight Bout
272,Trey Ogden,34,71,72.0,16-06-0,03-02,3.42,41%,4.89,54%,-1.47,0.67,14%,100%,0.7,22,0.00%,50.00%,23.00%,50.00%,0,0,11,3,5,3,0,0,-155.0,Lightweight Bout
273,Matt Frevola,33,69,71.0,11-03-0,03-02,3.72,41%,3.56,59%,0.16,2.26,36%,42%,0.9,15,27.00%,20.00%,27.00%,46.67%,4,2,3,0,4,1,0,0,-186.0,Lightweight Bout
274,Mateusz Rebecki,31,67,66.0,19-01-0,5-0,5.31,53%,2.01,63%,3.3,4.16,72%,66%,1.6,20,45.00%,35.00%,15.00%,80.00%,9,1,7,0,3,0,0,0,650.0,Lightweight Bout
275,Mateusz Rebecki,31,67,66.0,18-01-0,5-0,5.57,53%,2.18,63%,3.39,3.5,66%,66%,1.2,19,47.00%,32.00%,16.00%,78.95%,9,1,6,0,3,0,0,0,650.0,Lightweight Bout
276,Mateusz Rebecki,31,67,66.0,19-01-0,5-0,5.31,53%,2.01,63%,3.3,4.16,72%,66%,1.6,20,45.00%,35.00%,15.00%,80.00%,9,1,7,0,3,0,0,0,-360.0,Lightweight Bout
277,Mateusz Rebecki,31,67,66.0,18-01-0,5-0,5.57,53%,2.18,63%,3.39,3.5,66%,66%,1.2,19,47.00%,32.00%,16.00%,78.95%,9,1,6,0,3,0,0,0,-360.0,Lightweight Bout
278,Jared Gordon,35,69,68.0,19-06-0,2-2 (1 NC),5.32,57%,3.28,58%,2.04,2.01,40%,62%,0.0,25,24.00%,8.00%,44.00%,32.00%,6,4,2,1,11,1,0,0,220.0,Lightweight Bout
279,Joe Pyfer,27,74,75.0,12-02-0,5-0,3.64,45%,2.34,55%,1.3,2.97,83%,50%,1.8,14,57.14%,21.43%,7.14%,78.57%,8,1,3,1,1,0,0,0,-345.0,Middleweight Bout
280,Joe Pyfer,27,74,75.0,12-02-0,5-0,3.64,45%,2.34,55%,1.3,2.97,83%,50%,1.8,14,57.14%,21.43%,7.14%,78.57%,8,1,3,1,1,0,0,0,-240.0,Middleweight Bout
281,Chris Weidman,39,74,78.0,15-07-0,01-04,2.98,43%,3.27,50%,-0.29,3.6,43%,65%,0.8,22,27.27%,18.18%,22.73%,45.45%,6,6,4,0,5,1,0,0,230.0,Middleweight Bout
282,Andre Petroski,32,72,73.0,10-02-0,04-01,3.61,51%,3.03,51%,0.58,4.48,54%,71%,2.5,13,30.77%,30.77%,15.38%,61.54%,4,2,4,1,2,0,0,0,199.0,Middleweight Bout
283,Andre Petroski,32,72,73.0,10-02-0,04-01,3.61,51%,3.03,51%,0.58,4.48,54%,71%,2.5,13,30.77%,30.77%,15.38%,61.54%,4,2,4,1,2,0,0,0,-125.0,Middleweight Bout
284,Jack Hermansson,35,73,77.5,23-08-0,02-03,5.13,44%,3.69,55%,1.44,1.66,29%,75%,0.4,31,32.26%,22.58%,19.35%,54.84%,10,3,7,2,6,3,0,0,205.0,Middleweight Bout
285,Chris Curtis,36,70,75.0,31-10-0,2-2 (1 NC),5.96,51%,6.58,53%,-0.62,0.0,0%,92%,0.0,42,40.48%,2.38%,30.95%,42.86%,17,1,1,1,13,8,0,0,-170.0,Middleweight Bout
286,Chris Curtis,36,70,75.5,30-10-0,2-2 (1 NC),5.36,50%,6.3,54%,-0.94,0.0,0%,92%,0.0,40,38.00%,8.00%,30.00%,45.00%,15,1,3,1,12,8,0,0,-170.0,Middleweight Bout
287,Chris Curtis,36,70,75.0,31-10-0,2-2 (1 NC),5.96,51%,6.58,53%,-0.62,0.0,0%,92%,0.0,42,40.48%,2.38%,30.95%,42.86%,17,1,1,1,13,8,0,0,182.0,Middleweight Bout
288,Chris Curtis,36,70,75.5,30-10-0,2-2 (1 NC),5.36,50%,6.3,54%,-0.94,0.0,0%,92%,0.0,40,38.00%,8.00%,30.00%,45.00%,15,1,3,1,12,8,0,0,182.0,Middleweight Bout
289,Phil Hawes,35,72,77.5,12-05-0,02-03,5.55,59%,3.7,55%,1.85,2.28,36%,100%,0.2,17,47.00%,12.00%,12.00%,58.82%,8,4,2,1,2,0,0,0,105.0,Middleweight Bout
290,Michel Pereira,30,73,73.0,30-11-0,5-0,5.15,54%,3.71,58%,1.44,1.55,55%,94%,0.7,43,25.58%,18.60%,25.58%,44.19%,11,1,8,1,11,8,0,1,-600.0,Middleweight Bout
291,Michel Pereira,30,73,73.0,29-11-0,5-0,5.09,53%,3.74,58%,1.35,1.56,55%,94%,0.6,42,26.19%,16.67%,26.19%,42.86%,11,1,7,1,11,8,0,1,-600.0,Middleweight Bout
292,Michel Pereira,30,73,73.0,30-11-0,5-0,5.15,54%,3.71,58%,1.44,1.55,55%,94%,0.7,43,25.58%,18.60%,25.58%,44.19%,11,1,8,1,11,8,0,1,-326.0,Middleweight Bout
293,Michel Pereira,30,73,73.0,29-11-0,5-0,5.09,53%,3.74,58%,1.35,1.56,55%,94%,0.6,42,26.19%,16.67%,26.19%,42.86%,11,1,7,1,11,8,0,1,-326.0,Middleweight Bout
294,Michel Pereira,30,73,73.0,30-11-0,5-0,5.15,54%,3.71,58%,1.44,1.55,55%,94%,0.7,43,25.58%,18.60%,25.58%,44.19%,11,1,8,1,11,8,0,1,125.0,Middleweight Bout
295,Michel Pereira,30,73,73.0,29-11-0,5-0,5.09,53%,3.74,58%,1.35,1.56,55%,94%,0.6,42,26.19%,16.67%,26.19%,42.86%,11,1,7,1,11,8,0,1,125.0,Middleweight Bout
296,Paul Craig,36,75,76.0,17-07-0,02-03,2.42,46%,2.86,45%,-0.44,1.76,22%,37%,1.6,25,16.00%,52.00%,0.00%,68.00%,4,4,13,2,0,1,0,0,425.0,Middleweight Bout
297,Paul Craig,35,75,76.0,17-06-0,03-02,2.57,46%,2.85,46%,-0.28,1.91,23%,42%,1.7,24,17.00%,54.00%,0.00%,70.83%,4,4,13,1,0,1,0,0,425.0,Middleweight Bout
298,Paul Craig,36,75,76.0,17-07-0,02-03,2.42,46%,2.86,45%,-0.44,1.76,22%,37%,1.6,25,16.00%,52.00%,0.00%,68.00%,4,4,13,2,0,1,0,0,440.0,Middleweight Bout
299,Paul Craig,35,75,76.0,17-06-0,03-02,2.57,46%,2.85,46%,-0.28,1.91,23%,42%,1.7,24,17.00%,54.00%,0.00%,70.83%,4,4,13,1,0,1,0,0,440.0,Middleweight Bout
300,Bo Nickal,28,73,76.0,5-0-0,5-0,2.76,62%,0.55,75%,2.21,11.04,50%,0%,13.8,5,40.00%,60.00%,0.00%,100.00%,2,0,3,0,0,0,0,0,-2300.0,Middleweight Bout
301,Brendan Allen,28,74,75.0,23-05-0,5-0,3.87,54%,3.6,46%,0.27,1.36,47%,58%,1.7,28,17.86%,50.00%,14.29%,67.86%,5,2,14,1,4,2,0,0,-212.0,Middleweight Bout
302,Brendan Allen,27,74,75.0,22-05-0,5-0,3.96,53%,3.89,46%,0.07,1.22,42%,55%,1.6,27,19.00%,48.00%,15.00%,66.67%,5,2,13,1,4,2,0,0,-212.0,Middleweight Bout
303,Brendan Allen,28,74,75.0,23-05-0,5-0,3.87,54%,3.6,46%,0.27,1.36,47%,58%,1.7,28,17.86%,50.00%,14.29%,67.86%,5,2,14,1,4,2,0,0,-440.0,Middleweight Bout
304,Brendan Allen,27,74,75.0,22-05-0,5-0,3.96,53%,3.89,46%,0.07,1.22,42%,55%,1.6,27,19.00%,48.00%,15.00%,66.67%,5,2,13,1,4,2,0,0,-440.0,Middleweight Bout
305,Dylan Budka,24,72,75.0,07-02-0,04-01,1.47,66%,0.73,52%,0.74,2.0,28%,100%,1.0,9,11.11%,22.22%,44.44%,33.33%,1,0,2,1,4,1,0,0,-140.0,Middleweight Bout
306,Nursulton Ruziboev,30,77,76.0,34-8-2,5-0,3.93,43%,0.87,80%,3.06,3.27,100%,0%,0.0,46,26.09%,43.48%,4.35%,69.57%,12,1,20,1,2,6,0,0,-250.0,Middleweight Bout
307,Nursulton Ruziboev,30,77,76.0,33-8-2,5-0,4.68,66%,2.34,40%,2.34,11.69,100%,0%,0.0,47,27.66%,42.55%,4.26%,70.21%,13,1,20,1,2,6,0,0,-250.0,Middleweight Bout
308,Nursulton Ruziboev,30,77,76.0,34-8-2,5-0,3.93,43%,0.87,80%,3.06,3.27,100%,0%,0.0,46,26.09%,43.48%,4.35%,69.57%,12,1,20,1,2,6,0,0,136.0,Welterweight Bout
309,Nursulton Ruziboev,30,77,76.0,33-8-2,5-0,4.68,66%,2.34,40%,2.34,11.69,100%,0%,0.0,47,27.66%,42.55%,4.26%,70.21%,13,1,20,1,2,6,0,0,136.0,Welterweight Bout
310,Edmen Shahbazyan,26,74,75.0,12-04-0,01-04,3.46,51%,4.13,43%,-0.67,2.17,39%,63%,0.6,16,62.50%,6.25%,6.25%,68.75%,10,3,1,0,1,1,0,0,-185.0,Middleweight Bout
311,Gerald Meerschaert,36,73,77.0,35-17-0,02-03,3.3,44%,3.5,53%,-0.2,2.01,37%,34%,1.5,52,12.00%,52.00%,4.00%,63.46%,6,4,27,8,2,5,0,0,-238.0,Middleweight Bout
312,Eryk Anders,36,73,75.0,15-08-0,02-03,3.56,47%,4.39,50%,-0.83,1.54,24%,79%,0.1,23,39.00%,4.00%,22.00%,43.48%,9,1,1,1,5,6,0,0,-450.0,Middleweight Bout
313,Christian Leroy Duncan,28,74,79.0,09-01-0,04-01,5.06,59%,4.68,47%,0.38,0.0,0%,50%,0.0,10,70.00%,10.00%,10.00%,80.00%,7,0,1,0,1,1,0,0,-300.0,Middleweight Bout
314,Christian Leroy Duncan,28,74,79.0,08-01-0,04-01,4.03,50%,5.51,42%,-1.48,0.0,0%,50%,0.0,9,67.00%,11.00%,11.00%,77.78%,6,0,1,0,1,1,0,0,-300.0,Middleweight Bout
315,Christian Leroy Duncan,28,74,79.0,09-01-0,04-01,5.06,59%,4.68,47%,0.38,0.0,0%,50%,0.0,10,70.00%,10.00%,10.00%,80.00%,7,0,1,0,1,1,0,0,500.0,Middleweight Bout
316,Christian Leroy Duncan,28,74,79.0,08-01-0,04-01,4.03,50%,5.51,42%,-1.48,0.0,0%,50%,0.0,9,67.00%,11.00%,11.00%,77.78%,6,0,1,0,1,1,0,0,500.0,Middleweight Bout
317,Robert Whittaker,33,72,73.5,24-07-0,03-02,4.47,42%,3.39,60%,1.08,0.85,39%,82%,0.0,31,29.00%,16.00%,32.00%,45.16%,9,3,5,1,10,3,0,0,-225.0,Middleweight Bout
318,Anthony Hernandez,30,72,75.0,11-02-0,04-01,4.33,62%,3.36,46%,0.97,6.79,57%,63%,2.9,13,15.00%,54.00%,15.00%,69.23%,2,1,7,1,2,0,0,0,-210.0,Middleweight Bout
319,Robert Bryczek,33,72,,17-05-0,5-0,0.0,0%,0.0,0%,0.0,0.0,0%,0%,0.0,22,50.00%,4.55%,22.73%,54.55%,11,1,1,1,5,3,0,0,-190.0,Middleweight Bout
320,Brad Tavares,36,73,74.0,20-08-0,03-02,3.38,43%,3.03,56%,0.35,0.81,26%,82%,0.0,28,17.86%,7.14%,46.43%,25.00%,5,4,2,0,13,4,0,0,195.0,Middleweight Bout
321,Rodolfo Vieira,34,72,73.0,09-02-0,03-02,3.36,54%,4.84,48%,-1.48,3.7,26%,100%,1.4,11,9.09%,72.73%,0.00%,81.82%,1,0,8,1,0,1,0,0,-119.0,Middleweight Bout
322,Nassourdine Imavov,27,75,75.0,12-04-0,3-1 (1 NC),4.55,53%,3.76,58%,0.79,1.09,31%,72%,1.7,16,31.00%,25.00%,19.00%,56.25%,5,0,4,1,3,3,0,0,-159.0,Middleweight Bout
323,JunYong Park,32,70,73.0,17-05-0,04-01,4.94,51%,3.66,53%,1.28,2.1,50%,69%,1.2,22,23.00%,27.00%,27.00%,50.00%,5,1,6,2,6,2,0,0,-180.0,Middleweight Bout
324,Clay Guida,41,67,70.0,38-23-0,02-03,2.63,33%,3.04,61%,-0.41,3.16,36%,69%,0.6,59,8.00%,27.00%,27.00%,35.59%,5,2,16,11,16,9,0,0,250.0,Middleweight Bout
325,Zach Reese,29,76,77.0,6-0-0,5-0,6.49,61%,8.92,31%,-2.43,0.0,0%,0%,12.2,6,67.00%,33.00%,0.00%,100.00%,4,0,2,0,0,0,0,0,195.0,Middleweight Bout
326,Denis Tiuliulin,35,73,77.0,11-08-0,02-03,5.04,41%,5.83,40%,-0.79,0.0,0%,69%,0.0,19,47.00%,0.00%,5.00%,47.37%,9,2,0,4,1,2,1,0,-500.0,Middleweight Bout
327,Caio Borralho,31,70,75.0,15-01-0,5-0,2.73,58%,1.98,60%,0.75,2.16,63%,57%,0.5,17,23.53%,23.53%,41.18%,47.06%,4,0,4,0,7,1,0,0,300.0,Middleweight Bout
328,Caio Borralho,31,70,75.0,15-01-0,5-0,2.73,58%,1.98,60%,0.75,2.16,63%,57%,0.5,17,23.53%,23.53%,41.18%,47.06%,4,0,4,0,7,1,0,0,-600.0,Middleweight Bout
329,Sean O'Malley,29,71,72.0,17-01-0,4-0 (1 NC),7.25,61%,3.51,61%,3.74,0.43,42%,62%,0.4,19,63.16%,5.26%,21.05%,68.42%,12,1,1,0,4,0,0,0,-275.0,UFC Bantamweight Title Bout
330,Alexander Volkanovski,35,66,71.5,26-03-0,03-02,6.19,57%,3.42,58%,2.77,1.84,37%,70%,0.2,29,45.00%,10.00%,34.00%,55.17%,13,2,3,0,10,1,0,0,-132.0,UFC Featherweight Title Bout
331,Alexandre Pantoja,34,65,67.0,27-05-0,5-0,4.32,49%,3.9,50%,0.42,2.2,48%,67%,1.0,32,25.00%,31.25%,28.12%,56.25%,8,0,10,0,9,5,0,0,-188.0,UFC Flyweight Title Bout
332,Alexandre Pantoja,33,65,68.0,26-05-0,04-01,4.41,48%,3.81,51%,0.6,1.75,44%,66%,1.0,31,26.00%,32.00%,26.00%,58.06%,8,0,10,0,8,5,0,0,-188.0,UFC Flyweight Title Bout
333,Alexandre Pantoja,34,65,67.0,27-05-0,5-0,4.32,49%,3.9,50%,0.42,2.2,48%,67%,1.0,32,25.00%,31.25%,28.12%,56.25%,8,0,10,0,9,5,0,0,-190.0,UFC Flyweight Title Bout
334,Alexandre Pantoja,33,65,68.0,26-05-0,04-01,4.41,48%,3.81,51%,0.6,1.75,44%,66%,1.0,31,26.00%,32.00%,26.00%,58.06%,8,0,10,0,8,5,0,0,-190.0,UFC Flyweight Title Bout
335,Sergei Pavlovich,31,75,84.0,18-01-0,5-0,8.72,49%,4.33,57%,4.39,0.0,0%,75%,0.0,19,79.00%,0.00%,16.00%,78.95%,15,1,0,0,3,0,0,0,119.0,UFC Interim Heavyweight Title Bout
336,Alex Pereira,36,76,79.0,09-02-0,04-01,5.0,62%,3.65,50%,1.35,0.19,100%,70%,0.4,11,63.64%,0.00%,18.18%,63.64%,7,1,0,1,2,0,0,0,-130.0,UFC Light Heavyweight Title Bout
337,Alex Pereira,36,76,80.0,08-02-0,04-01,5.11,62%,3.7,51%,1.41,0.22,100%,70%,0.2,10,60.00%,0.00%,20.00%,60.00%,6,1,0,1,2,0,0,0,-130.0,UFC Light Heavyweight Title Bout
338,Alex Pereira,36,76,79.0,09-02-0,04-01,5.0,62%,3.65,50%,1.35,0.19,100%,70%,0.4,11,63.64%,0.00%,18.18%,63.64%,7,1,0,1,2,0,0,0,105.0,UFC Light Heavyweight Title Bout
339,Alex Pereira,36,76,80.0,08-02-0,04-01,5.11,62%,3.7,51%,1.41,0.22,100%,70%,0.2,10,60.00%,0.00%,20.00%,60.00%,6,1,0,1,2,0,0,0,105.0,UFC Light Heavyweight Title Bout
340,Sean Strickland,32,73,76.0,28-05-0,03-02,5.82,41%,4.24,63%,1.58,0.92,64%,84%,0.2,33,33.00%,12.00%,39.00%,45.45%,11,2,4,0,13,3,0,0,-145.0,UFC Middleweight Title Bout
341,Leon Edwards,32,74,74.0,21-03-0,4-0-1,2.8,53%,2.4,53%,0.4,1.26,33%,69%,0.3,23,30.00%,13.00%,43.00%,43.48%,7,0,3,0,10,2,0,1,-159.0,UFC Welterweight Title Bout
342,Raquel Pennington,35,67,67.5,15-08-0,5-0,4.02,50%,3.34,62%,0.68,0.93,27%,63%,0.6,23,4.00%,17.00%,43.00%,21.74%,1,1,4,1,10,6,0,0,140.0,UFC Women's Bantamweight Title Bout
343,Zhang Weili,34,64,63.0,24-03-0,03-02,5.94,51%,3.44,53%,2.5,2.29,42%,66%,0.4,27,40.74%,29.63%,18.52%,70.37%,11,1,8,0,5,2,0,0,-500.0,UFC Women's Strawweight Title Bout
344,Alex Morono,33,71,72.0,23-09-0,03-02,5.02,41%,4.17,58%,0.85,0.34,22%,50%,0.3,33,18.18%,21.21%,27.27%,39.39%,6,3,7,0,9,6,1,0,154.0,Welterweight Bout
345,Alex Morono,33,71,72.0,23-09-0,03-02,5.02,41%,4.17,58%,0.85,0.34,22%,50%,0.3,33,18.18%,21.21%,27.27%,39.39%,6,3,7,0,9,6,1,0,-290.0,Heavyweight Bout
346,Joaquin Buckley,30,70,76.0,18-06-0,03-02,4.06,34%,3.26,58%,0.8,1.4,36%,69%,0.0,24,54.17%,0.00%,20.83%,54.17%,13,4,0,0,5,2,0,0,-156.0,Welterweight Bout
347,Joaquin Buckley,29,70,76.0,17-06-0,03-02,3.87,33%,3.31,57%,0.56,1.51,36%,65%,0.0,23,52.17%,0.00%,21.74%,52.17%,12,4,0,0,5,2,0,0,-156.0,Welterweight Bout
348,Joaquin Buckley,30,70,76.0,18-06-0,03-02,4.06,34%,3.26,58%,0.8,1.4,36%,69%,0.0,24,54.17%,0.00%,20.83%,54.17%,13,4,0,0,5,2,0,0,-154.0,Welterweight Bout
349,Joaquin Buckley,29,70,76.0,17-06-0,03-02,3.87,33%,3.31,57%,0.56,1.51,36%,65%,0.0,23,52.17%,0.00%,21.74%,52.17%,12,4,0,0,5,2,0,0,-154.0,Welterweight Bout
350,Joaquin Buckley,30,70,76.0,18-06-0,03-02,4.06,34%,3.26,58%,0.8,1.4,36%,69%,0.0,24,54.17%,0.00%,20.83%,54.17%,13,4,0,0,5,2,0,0,102.0,Welterweight Bout
351,Joaquin Buckley,29,70,76.0,17-06-0,03-02,3.87,33%,3.31,57%,0.56,1.51,36%,65%,0.0,23,52.17%,0.00%,21.74%,52.17%,12,4,0,0,5,2,0,0,102.0,Welterweight Bout
352,Billy Goff,25,70,72.0,09-02-0,5-0,10.22,46%,4.3,64%,5.92,4.04,40%,100%,0.0,11,63.64%,0.00%,18.18%,63.64%,7,1,0,0,2,1,0,0,135.0,Welterweight Bout
353,Vicente Luque,32,71,75.0,22-09-0,03-02,5.17,52%,5.15,52%,0.02,1.04,60%,62%,0.7,32,34.38%,25.00%,9.38%,59.38%,11,1,8,2,3,6,0,0,-122.0,Welterweight Bout
354,Vicente Luque,32,71,76.0,22-09-0,03-02,5.17,52%,5.15,52%,0.02,1.04,60%,62%,0.7,32,34.00%,25.00%,9.00%,59.38%,11,1,8,2,3,6,0,0,-122.0,Welterweight Bout
355,Max Griffin,38,71,76.0,19-10-0,03-02,4.09,49%,3.94,57%,0.15,1.48,41%,69%,0.3,29,31.03%,6.90%,27.59%,37.93%,9,1,2,0,8,9,0,0,145.0,Welterweight Bout
356,Gilbert Urbina,27,75,75.0,07-02-0,03-02,6.33,60%,4.09,47%,2.24,3.96,50%,0%,1.0,9,22.00%,22.00%,33.00%,44.44%,2,0,2,1,3,1,0,0,-203.0,Welterweight Bout
357,Pete Rodriguez,27,69,73.0,05-01-0,04-01,10.37,46%,11.69,44%,-1.32,0.0,0%,100%,0.0,6,83.00%,0.00%,0.00%,83.33%,5,1,0,0,0,0,0,0,200.0,Welterweight Bout
358,Yohan Lainesse,31,73,76.0,09-02-0,03-02,2.34,42%,3.44,59%,-1.1,1.0,28%,80%,0.5,11,55.00%,0.00%,27.00%,54.55%,6,1,0,1,3,0,0,0,-140.0,Welterweight Bout
359,Matthew Semelsberger,31,73,75.0,11-06-0,02-03,4.06,43%,4.36,55%,-0.3,1.02,58%,50%,0.1,17,35.00%,6.00%,24.00%,41.18%,6,2,1,1,4,3,0,0,-132.0,Welterweight Bout
360,Sean Brady,31,70,72.5,15-01-0,04-01,4.17,53%,3.86,62%,0.31,2.8,50%,87%,0.8,16,19.00%,25.00%,50.00%,43.75%,3,1,4,0,8,0,0,0,-120.0,Welterweight Bout
