,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
117,Alex Perez,31,66,65.5,24-07-0,03-02,4.67,0.48,3.14,0.6,1.53,2.84,0.44,0.77,1.3,31,0.16,0.23,0.39,0.3871,5,1,7,5,12,1,0,0,290.0,Flyweight Bout
118,Alex Perez,32,66,65.0,24-08-0,02-03,4.12,0.46,3.14,0.59,0.98,2.26,0.44,0.82,1.0,32,0.1562,0.2188,0.375,0.375,5,1,7,5,12,2,0,0,167.0,Flyweight Bout
119,Alex Perez,31,66,65.5,24-07-0,03-02,4.67,0.48,3.14,0.6,1.53,2.84,0.44,0.77,1.3,31,0.16,0.23,0.39,0.3871,5,1,7,5,12,1,0,0,167.0,Flyweight Bout
120,Matt Schnell,34,68,70.0,16-07-0,2-2 (1 NC),4.24,0.39,4.46,0.55,-0.22,0.63,0.44,0.46,1.1,23,0.09,0.39,0.17,0.4783,2,4,9,2,4,1,1,0,255.0,Flyweight Bout
121,Jesus Aguilar,27,64,62.0,09-02-0,04-01,1.69,0.49,1.03,0.63,0.66,2.72,0.37,0.0,1.8,11,0.09,0.55,0.18,0.6364,1,0,6,2,2,0,0,0,135.0,Flyweight Bout
122,Edgar Chairez,28,67,72.0,10-05-0,2-2 (1 NC),2.6,0.48,4.26,0.41,-1.66,0.0,0.0,0.45,1.3,15,0.27,0.4,0.0,0.6667000000000001,4,0,6,2,0,3,0,0,-365.0,Flyweight Bout
123,Malcolm Gordon,333,67,70.0,14-07-0,02-03,1.93,0.42,2.26,0.42,-0.33,1.61,0.3,0.09,0.8,21,0.24,0.29,0.14,0.5238,5,5,6,2,3,0,0,0,-135.0,Flyweight Bout
124,Joshua Van,22,65,65.0,09-01-0,5-0,9.2,0.51,5.93,0.63,3.27,1.0,0.33,0.87,0.0,10,0.5,0.2,0.2,0.7,5,0,2,1,2,0,0,0,-210.0,Flyweight Bout
125,Joshua Van,22,65,65.0,08-01-0,5-0,8.0,0.51,6.87,0.64,1.13,0.0,0.0,0.8,0.0,9,0.56,0.22,0.11,0.7778,5,0,2,1,1,0,0,0,-210.0,Flyweight Bout
126,Joshua Van,22,65,65.0,09-01-0,5-0,9.2,0.51,5.93,0.63,3.27,1.0,0.33,0.87,0.0,10,0.5,0.2,0.2,0.7,5,0,2,1,2,0,0,0,225.0,Flyweight Bout
127,Joshua Van,22,65,65.0,08-01-0,5-0,8.0,0.51,6.87,0.64,1.13,0.0,0.0,0.8,0.0,9,0.56,0.22,0.11,0.7778,5,0,2,1,1,0,0,0,225.0,Flyweight Bout
128,Tagir Ulanbekov,32,67,70.0,14-02-0,04-01,3.35,0.44,3.29,0.54,0.06,3.81,0.42,0.61,0.9,16,0.0,0.5,0.38,0.5,0,0,8,0,6,2,0,0,-170.0,Flyweight Bout
129,HyunSung Park,28,67,66.0,8-0-0,5-0,3.51,0.48,2.62,0.59,0.89,2.23,0.3,1.0,3.7,8,0.38,0.5,0.13,0.875,3,0,4,0,1,0,0,0,-500.0,Flyweight Bout
130,Rayanne Amanda,28,62,62.0,14-06-0,04-01,3.67,0.31,6.87,0.57,-3.2,1.0,0.25,0.0,0.0,20,0.1,0.4,0.2,0.5,2,1,8,1,4,4,0,0,-155.0,Flyweight Bout
131,Steve Erceg,28,68,68.0,12-01-0,5-0,4.57,0.48,3.64,0.55,0.93,1.69,0.3,0.77,0.8,13,0.15380000000000002,0.46149999999999997,0.3077,0.6154,2,0,6,0,4,1,0,0,200.0,Flyweight Bout
132,Steve Erceg,28,68,68.5,11-01-0,5-0,4.27,0.48,3.57,0.49,0.7,2.0,0.33,0.77,1.0,12,0.08,0.5,0.33,0.5832999999999999,1,0,6,0,4,1,0,0,200.0,Flyweight Bout
133,Steve Erceg,28,68,68.5,10-01-0,5-0,3.6,0.38,3.53,0.53,0.07,3.0,0.75,0.66,1.0,11,0.09,0.55,0.27,0.6364,1,0,6,0,3,1,0,0,200.0,Flyweight Bout
134,Steve Erceg,28,68,68.0,12-01-0,5-0,4.57,0.48,3.64,0.55,0.93,1.69,0.3,0.77,0.8,13,0.15380000000000002,0.46149999999999997,0.3077,0.6154,2,0,6,0,4,1,0,0,-305.0,Flyweight Bout
135,Steve Erceg,28,68,68.5,11-01-0,5-0,4.27,0.48,3.57,0.49,0.7,2.0,0.33,0.77,1.0,12,0.08,0.5,0.33,0.5832999999999999,1,0,6,0,4,1,0,0,-305.0,Flyweight Bout
136,Steve Erceg,28,68,68.5,10-01-0,5-0,3.6,0.38,3.53,0.53,0.07,3.0,0.75,0.66,1.0,11,0.09,0.55,0.27,0.6364,1,0,6,0,3,1,0,0,-305.0,Flyweight Bout
137,Steve Erceg,28,68,68.0,12-01-0,5-0,4.57,0.48,3.64,0.55,0.93,1.69,0.3,0.77,0.8,13,0.15380000000000002,0.46149999999999997,0.3077,0.6154,2,0,6,0,4,1,0,0,163.0,UFC Flyweight Title Bout
138,Steve Erceg,28,68,68.5,11-01-0,5-0,4.27,0.48,3.57,0.49,0.7,2.0,0.33,0.77,1.0,12,0.08,0.5,0.33,0.5832999999999999,1,0,6,0,4,1,0,0,163.0,UFC Flyweight Title Bout
139,Steve Erceg,28,68,68.5,10-01-0,5-0,3.6,0.38,3.53,0.53,0.07,3.0,0.75,0.66,1.0,11,0.09,0.55,0.27,0.6364,1,0,6,0,3,1,0,0,163.0,UFC Flyweight Title Bout
140,Derrick Lewis,39,75,79.0,27-12-0,01-04,2.43,0.5,2.48,0.4,-0.05,0.53,0.26,0.53,0.0,40,0.55,0.025,0.1,0.575,22,7,1,2,4,3,0,0,-150.0,Heavyweight Bout
141,Derrick Lewis,39,75,79.0,27-12-0,01-04,2.43,0.5,2.48,0.4,-0.05,0.53,0.26,0.53,0.0,40,0.55,0.025,0.1,0.575,22,7,1,2,4,3,0,0,-500.0,Heavyweight Bout
142,Don'Tale Mayes,32,78,81.0,10-06-0,03-02,3.6,0.44,3.84,0.46,-0.24,0.79,0.43,0.6,0.0,17,0.3529,0.0588,0.1765,0.4118,6,1,1,2,3,2,0,1,-107.0,Heavyweight Bout
143,Don'Tale Mayes,32,78,81.0,10-06-0,03-02,3.6,0.44,3.84,0.46,-0.24,0.79,0.43,0.6,0.0,17,0.3529,0.0588,0.1765,0.4118,6,1,1,2,3,2,0,1,-190.0,Heavyweight Bout
144,Jairzinho Rozenstruik,35,74,78.0,13-05-0,02-03,2.81,0.45,3.15,0.45,-0.34,0.0,0.0,0.73,0.0,18,0.67,0.0,0.06,0.6667000000000001,12,2,0,1,1,2,0,0,140.0,Heavyweight Bout
145,Thomas Petersen,28,73,74.0,08-01-0,04-01,3.59,0.73,2.45,0.4,1.14,7.34,1.0,1.0,2.5,10,0.8,0.1,0.0,0.9,8,1,1,0,0,0,0,0,-170.0,Heavyweight Bout
146,Andrei Arlovski,44,75,77.0,34-22 (2 NC),03-02,3.78,0.45,3.2,0.57,0.58,0.39,0.36,0.76,0.2,56,0.3,0.05,0.25,0.35710000000000003,17,12,3,3,14,7,0,0,475.0,Heavyweight Bout
147,Martin Buday,32,76,77.0,13-01-0,5-0,5.62,0.52,5.4,0.55,0.22,0.3,0.5,1.0,0.3,14,0.43,0.21,0.29,0.6429,6,0,3,0,4,1,0,0,-143.0,Heavyweight Bout
148,Mick Parkin,28,76,79.0,8-0-0,5-0,4.41,0.52,4.01,0.55,0.4,2.35,0.41,0.5,0.5,8,0.625,0.125,0.25,0.75,5,0,1,0,2,0,0,0,285.0,Heavyweight Bout
149,Mick Parkin,28,76,79.0,7-0-0,5-0,6.02,0.6,3.07,0.67,2.95,1.77,1.0,0.33,0.9,7,0.71,0.14,0.14,0.8571,5,0,1,0,1,0,0,0,285.0,Heavyweight Bout
150,Mick Parkin,28,76,79.0,8-0-0,5-0,4.41,0.52,4.01,0.55,0.4,2.35,0.41,0.5,0.5,8,0.625,0.125,0.25,0.75,5,0,1,0,2,0,0,0,-138.0,Heavyweight Bout
151,Mick Parkin,28,76,79.0,7-0-0,5-0,6.02,0.6,3.07,0.67,2.95,1.77,1.0,0.33,0.9,7,0.71,0.14,0.14,0.8571,5,0,1,0,1,0,0,0,-138.0,Heavyweight Bout
152,Waldo Cortes-Acosta,32,76,78.0,11-01-0,04-01,6.13,0.47,4.02,0.52,2.11,0.0,0.0,0.6,0.0,12,0.4167,0.0833,0.4167,0.5,5,0,1,0,5,1,0,0,174.0,Heavyweight Bout
153,Waldo Cortes-Acosta,32,76,78.0,10-01-0,04-01,6.97,0.5,4.06,0.52,2.91,0.0,0.0,0.6,0.0,11,0.45,0.09,0.36,0.5455,5,0,1,0,4,1,0,0,174.0,Heavyweight Bout
154,Waldo Cortes-Acosta,32,76,78.0,11-01-0,04-01,6.13,0.47,4.02,0.52,2.11,0.0,0.0,0.6,0.0,12,0.4167,0.0833,0.4167,0.5,5,0,1,0,5,1,0,0,-650.0,Heavyweight Bout
155,Waldo Cortes-Acosta,32,76,78.0,10-01-0,04-01,6.97,0.5,4.06,0.52,2.91,0.0,0.0,0.6,0.0,11,0.45,0.09,0.36,0.5455,5,0,1,0,4,1,0,0,-650.0,Heavyweight Bout
156,Austen Lane,36,78,80.0,12-04-0,3-1 (1,4.48,0.47,2.85,0.48,1.63,0.0,0.0,0.0,0.0,17,0.6470999999999999,0.0588,0.0,0.7059000000000001,11,4,1,0,0,0,0,0,205.0,Heavyweight Bout
157,Court McGee,39,71,75.0,21-12-0,02-03,4.63,0.37,3.68,0.6,0.95,1.89,0.25,0.69,0.4,34,0.0882,0.2353,0.3235,0.3235,3,3,8,0,11,9,0,0,245.0,Heavyweight Bout
158,Karl Williams,34,75,79.0,09-01-0,5-0,2.93,0.49,1.8,0.62,1.13,4.0,0.46,1.0,0.0,10,0.3,0.0,0.6,0.3,3,0,0,1,6,0,0,0,-180.0,Heavyweight Bout
159,Mohammed Usman,35,74,79.0,10-02-0,04-01,2.92,0.4,3.96,0.52,-1.04,1.26,0.18,0.0,0.0,13,0.3077,0.15380000000000002,0.3846,0.46149999999999997,4,0,2,1,5,1,0,0,118.0,Heavyweight Bout
160,Tai Tuivasa,31,74,75.0,15-06-0,02-03,3.98,0.49,4.98,0.43,-1.0,0.0,0.0,0.54,0.0,21,0.67,0.0,0.05,0.6667000000000001,14,3,0,2,1,1,0,0,-125.0,Heavyweight Bout
161,Curtis Blaydes,33,76,80.0,17-04-0,03-02,3.56,0.49,1.89,0.59,1.67,5.93,0.53,0.33,0.0,22,0.5455,0.0,0.2273,0.5455,12,4,0,0,5,0,0,0,-108.0,Heavyweight Bout
162,Robelis Despaigne,35,79,84.0,5-0-0,5-0,23.33,0.77,6.67,0.6,16.66,0.0,0.0,0.0,0.0,5,1.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,425.0,Heavyweight Bout
163,Robelis Despaigne,35,79,87.0,4-0-0,4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0.0,1.0,4,0,0,0,0,0,0,0,425.0,Heavyweight Bout
164,Robelis Despaigne,35,79,84.0,5-0-0,5-0,23.33,0.77,6.67,0.6,16.66,0.0,0.0,0.0,0.0,5,1.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,-204.0,Heavyweight Bout
165,Robelis Despaigne,35,79,87.0,4-0-0,4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0.0,1.0,4,0,0,0,0,0,0,0,-204.0,Heavyweight Bout
166,Marcos Rogerio de Lima,38,73,75.0,21-09-0,03-02,3.61,0.56,2.96,0.51,0.65,1.34,0.47,0.59,0.5,31,0.42,0.13,0.13,0.5484,13,2,4,5,4,2,0,0,-140.0,Heavyweight Bout
167,Jailton Almeida,32,75,79.0,20-02-0,5-0,2.78,0.64,0.52,0.43,2.26,5.14,0.55,0.75,2.4,22,0.3182,0.5,0.0455,0.8181999999999999,7,1,11,0,1,1,0,0,500.0,Heavyweight Bout
168,Jailton Almeida,32,75,79.0,20-02-0,5-0,2.78,0.64,0.52,0.43,2.26,5.14,0.55,0.75,2.4,22,0.3182,0.5,0.0455,0.8181999999999999,7,1,11,0,1,1,0,0,-112.0,Heavyweight Bout
169,Rodrigo Nascimento,31,74,80.0,11-01-0,03-01,4.31,0.48,4.76,0.43,-0.45,1.2,0.33,0.77,0.7,13,0.15380000000000002,0.46149999999999997,0.23079999999999998,0.6154,2,1,6,0,3,0,0,0,190.0,Heavyweight Bout
170,Rodrigo Nascimento,31,74,80.0,11-01-0,03-01,4.31,0.48,4.76,0.43,-0.45,1.2,0.33,0.77,0.7,13,0.15380000000000002,0.46149999999999997,0.23079999999999998,0.6154,2,1,6,0,3,0,0,0,130.0,Heavyweight Bout
171,Anthony Smith,35,76,76.0,37-19-0,02-03,3.21,0.48,4.47,0.46,-1.26,0.49,0.26,0.48,0.6,56,0.3393,0.25,0.0536,0.5893,19,11,14,4,3,4,0,0,400.0,Light Heavyweight Bout
172,Anthony Smith,35,76,76.0,37-18-0,03-02,3.16,0.48,4.45,0.46,-1.29,0.52,0.28,0.48,0.7,54,0.33,0.28,0.06,0.6111,18,9,15,5,3,4,0,0,400.0,Light Heavyweight Bout
173,Anthony Smith,35,76,76.0,37-19-0,02-03,3.21,0.48,4.47,0.46,-1.26,0.49,0.26,0.48,0.6,56,0.3393,0.25,0.0536,0.5893,19,11,14,4,3,4,0,0,205.0,Light Heavyweight Bout
174,Anthony Smith,35,76,76.0,37-18-0,03-02,3.16,0.48,4.45,0.46,-1.29,0.52,0.28,0.48,0.7,54,0.33,0.28,0.06,0.6111,18,9,15,5,3,4,0,0,205.0,Light Heavyweight Bout
175,Ryan Spann,32,77,79.0,21-09-0,02-03,3.42,0.4,3.91,0.45,-0.49,1.29,0.35,0.47,1.5,30,0.2,0.4,0.1,0.6,6,3,12,3,3,3,0,0,-200.0,Light Heavyweight Bout
176,Ovince Saint Preux,40,75,80.0,26-17-0,02-03,2.71,0.47,3.14,0.46,-0.43,1.15,0.38,0.66,0.5,43,0.3,0.16,0.14,0.46509999999999996,13,5,7,3,6,9,0,0,385.0,Light Heavyweight Bout
177,Ion Cutelaba,30,73,75.0,17-09-0,03-02,4.63,0.43,3.29,0.48,1.34,4.75,0.58,0.77,0.0,28,0.4643,0.07139999999999999,0.07139999999999999,0.5357,13,3,2,4,2,1,0,1,-145.0,Light Heavyweight Bout
178,Zac Pauga,35,74,76.0,06-02-0,03-02,4.44,0.62,2.72,0.57,1.72,0.42,0.09,1.0,0.0,8,0.125,0.0,0.625,0.125,1,1,0,0,5,1,0,0,-135.0,Light Heavyweight Bout
179,Rodolfo Bellato,27,75,77.5,11-02-0,04-01,5.39,0.62,4.9,0.45,0.49,0.82,0.25,1.0,0.8,13,0.46,0.31,0.08,0.7692,6,2,4,0,1,0,0,0,-400.0,Light Heavyweight Bout
180,Alonzo Menifield,36,72,76.0,15-03-0,4-0-1,3.92,0.57,3.51,0.49,0.41,0.67,0.33,0.75,0.3,19,0.5263,0.15789999999999998,0.10529999999999999,0.6842,10,1,3,0,2,2,0,0,214.0,Light Heavyweight Bout
181,Alonzo Menifield,36,72,76.0,14-03-0,03-01-2001,3.82,0.57,3.09,0.52,0.73,0.62,0.3,0.75,0.3,18,0.5,0.22,0.06,0.7222,9,1,4,0,1,2,0,0,214.0,Light Heavyweight Bout
182,Alonzo Menifield,36,72,76.0,15-03-0,4-0-1,3.92,0.57,3.51,0.49,0.41,0.67,0.33,0.75,0.3,19,0.5263,0.15789999999999998,0.10529999999999999,0.6842,10,1,3,0,2,2,0,0,-270.0,Women's Flyweight Bout
183,Alonzo Menifield,36,72,76.0,14-03-0,03-01-2001,3.82,0.57,3.09,0.52,0.73,0.62,0.3,0.75,0.3,18,0.5,0.22,0.06,0.7222,9,1,4,0,1,2,0,0,-270.0,Women's Flyweight Bout
184,Jiri Prochazka,31,75,80.0,29-04-0,04-01,5.31,0.55,5.17,0.4,0.14,0.61,0.5,0.68,0.3,34,0.7353000000000001,0.0882,0.0294,0.8234999999999999,25,3,3,1,1,0,0,0,103.0,Light Heavyweight Bout
185,Jiri Prochazka,31,75,80.0,29-03-0,5-0,5.77,0.55,5.4,0.4,0.37,0.38,1.0,0.68,0.4,33,0.76,0.09,0.03,0.8484999999999999,25,2,3,1,1,0,0,0,103.0,Light Heavyweight Bout
